,depth,table,x,y,z,price,carat,cut,color,clarity,city
35527,61.6,57.0,5.18,5.21,3.2,1721,0.53,Very Good,E,VS2,Surat
35528,60.6,60.0,5.44,5.49,3.31,2094,0.59,Very Good,E,VS2,Surat
35529,61.9,55.0,5.25,5.31,3.27,1819,0.56,Very Good,E,VS2,Surat
35530,63.2,57.0,5.06,5.03,3.19,1629,0.5,Very Good,E,VS2,Surat
35531,63.1,56.0,3.95,3.98,2.5,419,0.24,Very Good,E,VS2,Surat
35532,62.4,57.0,5.68,5.73,3.56,2759,0.71,Very Good,E,VS2,Surat
35533,61.8,59.0,4.56,4.6,2.83,811,0.37,Very Good,E,VS2,Surat
35534,61.3,61.0,6.46,6.53,3.98,5800,1.03,Very Good,E,VS2,Surat
35535,60.7,58.0,5.73,5.81,3.5,3217,0.71,Very Good,E,VS2,Surat
35536,61.1,62.0,6.39,6.5,3.94,6517,1.01,Very Good,E,VS2,Surat
35537,63.0,59.0,4.11,4.15,2.6,487,0.28,Very Good,E,VS2,Surat
35538,61.5,58.0,4.28,4.31,2.64,640,0.3,Very Good,E,VS2,Surat
35539,61.6,58.0,6.18,6.2,3.81,4823,0.91,Very Good,E,VS2,Surat
35540,60.7,56.0,5.29,5.32,3.22,1637,0.54,Very Good,E,VS2,Surat
35541,60.3,58.0,4.67,4.72,2.83,866,0.38,Very Good,E,VS2,Surat
35542,62.2,57.0,6.44,6.56,4.04,6865,1.05,Very Good,E,VS2,Surat
35543,61.1,63.0,6.17,6.2,3.78,4134,0.9,Very Good,E,VS2,Surat
35544,59.2,59.0,5.23,5.27,3.11,1601,0.52,Very Good,E,VS2,Surat
35545,62.9,60.0,6.36,6.4,4.01,6714,1.01,Very Good,E,VS2,Surat
35546,63.3,59.0,5.62,5.66,3.57,2922,0.71,Very Good,E,VS2,Surat
35547,62.0,60.0,4.67,4.69,2.9,879,0.4,Very Good,E,VS2,Surat
35548,61.3,59.0,5.05,5.1,3.11,1624,0.5,Very Good,E,VS2,Surat
35549,63.6,59.0,4.99,5.04,3.19,1446,0.5,Very Good,E,VS2,Surat
35550,60.4,57.0,6.45,6.49,3.91,6577,1.01,Very Good,E,VS2,Surat
35551,54.2,63.0,4.61,4.51,2.47,814,0.31,Fair,E,VS2,Surat
35552,66.6,57.0,6.09,6.14,4.07,5350,1.02,Fair,E,VS2,Surat
35553,64.7,60.0,5.13,5.14,3.32,1737,0.56,Fair,E,VS2,Surat
35554,65.4,56.0,6.18,6.23,4.06,6004,1.01,Good,E,VS2,Surat
35555,63.3,60.0,5.67,5.73,3.61,2723,0.73,Good,E,VS2,Surat
35556,63.5,58.0,6.34,6.36,4.03,6666,1.01,Good,E,VS2,Surat
35557,60.8,63.0,6.44,6.46,3.92,6250,1.01,Good,E,VS2,Surat
35558,57.5,58.0,5.85,5.9,3.38,2759,0.7,Good,E,VS2,Surat
35559,63.1,56.0,6.49,6.54,4.11,7250,1.07,Good,E,VS2,Surat
35560,63.7,59.0,4.99,5.03,3.19,1407,0.5,Good,E,VS2,Surat
35561,62.7,61.0,6.67,6.72,4.2,9176,1.21,Good,E,VS2,Surat
35562,63.7,54.0,6.13,6.15,3.91,4770,0.9,Good,E,VS2,Surat
35563,62.5,58.0,6.32,6.36,3.96,6221,1.01,Good,E,VS2,Surat
35564,63.7,56.0,7.18,7.16,4.57,13653,1.5,Good,E,VS2,Surat
35565,63.7,56.0,6.37,6.34,4.05,5819,1.0,Good,E,VS2,Surat
35566,58.9,57.0,6.35,6.38,3.75,4406,0.92,Good,E,VS2,Surat
35567,62.2,57.0,5.95,5.98,3.71,3648,0.8,Ideal,E,VS2,Surat
35568,61.6,55.0,4.54,4.49,2.78,984,0.35,Ideal,E,VS2,Surat
35569,62.4,56.0,5.2,5.16,3.23,1813,0.53,Ideal,E,VS2,Surat
35570,61.4,56.0,6.15,6.17,3.78,5595,0.88,Ideal,E,VS2,Surat
35571,61.9,56.0,4.56,4.55,2.82,1013,0.36,Ideal,E,VS2,Surat
35572,62.5,57.0,5.1,5.04,3.17,1629,0.5,Ideal,E,VS2,Surat
35573,62.0,56.0,6.42,6.36,3.96,6261,1.0,Ideal,E,VS2,Surat
35574,61.5,56.0,4.48,4.5,2.76,702,0.34,Ideal,E,VS2,Surat
35575,61.9,56.0,6.45,6.4,3.98,6048,1.0,Ideal,E,VS2,Surat
35576,61.9,55.0,4.34,4.39,2.7,680,0.31,Ideal,E,VS2,Surat
35577,61.8,54.0,4.79,4.76,2.95,999,0.41,Ideal,E,VS2,Surat
35578,62.3,54.0,5.43,5.39,3.37,1809,0.58,Ideal,E,VS2,Surat
35579,62.7,55.0,4.38,4.36,2.74,900,0.32,Ideal,E,VS2,Surat
35580,61.0,56.0,5.28,5.25,3.21,1847,0.54,Ideal,E,VS2,Surat
35581,60.2,56.0,6.56,6.62,3.97,7465,1.02,Ideal,E,VS2,Surat
35582,62.1,56.0,5.54,5.51,3.43,2156,0.63,Ideal,E,VS2,Surat
35583,62.1,53.6,4.3,4.35,2.69,652,0.3,Ideal,E,VS2,Surat
35584,61.6,57.0,4.73,4.75,2.92,1092,0.4,Ideal,E,VS2,Surat
35585,62.7,55.0,4.18,4.15,2.61,603,0.27,Ideal,E,VS2,Surat
35586,60.8,56.0,4.6,4.64,2.81,789,0.36,Ideal,E,VS2,Surat
35587,61.7,54.0,5.28,5.35,3.28,1819,0.56,Ideal,E,VS2,Surat
35588,61.9,56.0,4.88,4.85,3.01,1048,0.43,Ideal,E,VS2,Surat
35589,61.7,55.0,4.33,4.36,2.68,680,0.31,Ideal,E,VS2,Surat
35590,62.6,54.0,4.29,4.33,2.7,658,0.3,Ideal,E,VS2,Surat
35591,61.8,57.0,4.77,4.81,2.96,958,0.42,Ideal,E,VS2,Surat
35592,60.2,57.0,4.51,4.46,2.7,960,0.32,Ideal,E,VS2,Surat
35593,62.4,56.0,5.16,5.2,3.23,1721,0.53,Ideal,E,VS2,Surat
35594,62.7,57.0,5.66,5.64,3.54,2817,0.71,Ideal,E,VS2,Surat
35595,60.5,56.0,4.38,4.41,2.66,680,0.31,Ideal,E,VS2,Surat
35596,61.8,55.0,5.22,5.26,3.24,1567,0.54,Ideal,E,VS2,Surat
35597,61.9,57.0,5.37,5.33,3.31,1984,0.58,Ideal,E,VS2,Surat
35598,62.7,55.0,5.76,5.73,3.6,2691,0.72,Ideal,E,VS2,Surat
35599,61.6,57.0,4.61,4.65,2.85,811,0.37,Ideal,E,VS2,Surat
35600,61.3,56.0,5.79,5.83,3.56,3079,0.76,Ideal,E,VS2,Surat
35601,60.2,55.0,5.87,5.92,3.55,3518,0.74,Ideal,E,VS2,Surat
35602,61.8,53.0,6.86,6.9,4.25,10556,1.21,Ideal,E,VS2,Surat
35603,62.3,56.0,4.75,4.72,2.95,975,0.4,Ideal,E,VS2,Surat
35604,61.4,55.0,5.82,5.8,3.57,2902,0.73,Ideal,E,VS2,Surat
35605,62.7,56.0,5.75,5.8,3.62,3077,0.73,Ideal,E,VS2,Surat
35606,62.6,55.0,5.08,5.11,3.19,1656,0.51,Ideal,E,VS2,Surat
35607,61.8,54.0,4.36,4.41,2.71,680,0.31,Ideal,E,VS2,Surat
35608,62.0,57.0,5.71,5.74,3.55,2843,0.72,Ideal,E,VS2,Surat
35609,62.1,57.0,4.79,4.74,2.96,999,0.41,Ideal,E,VS2,Surat
35610,61.6,54.0,4.9,4.97,3.04,936,0.44,Ideal,E,VS2,Surat
35611,62.3,54.0,5.39,5.43,3.37,1683,0.58,Ideal,E,VS2,Surat
35612,61.9,55.0,6.44,6.38,3.97,6787,1.01,Ideal,E,VS2,Surat
35613,62.6,57.0,4.47,4.45,2.79,956,0.34,Ideal,E,VS2,Surat
35614,61.5,56.0,5.71,5.77,3.53,3385,0.72,Ideal,E,VS2,Surat
35615,62.4,54.0,4.48,4.49,2.8,745,0.34,Ideal,E,VS2,Surat
35616,62.8,57.0,5.71,5.62,3.56,2697,0.7,Ideal,E,VS2,Surat
35617,62.0,54.0,6.66,6.7,4.14,8253,1.13,Ideal,E,VS2,Surat
35618,62.5,56.0,5.3,5.33,3.32,1853,0.57,Ideal,E,VS2,Surat
35619,61.2,57.0,4.58,4.64,2.82,811,0.37,Ideal,E,VS2,Surat
35620,61.7,56.0,5.01,4.98,3.08,1261,0.47,Ideal,E,VS2,Surat
35621,61.7,57.0,5.75,5.78,3.55,3470,0.73,Ideal,E,VS2,Surat
35622,61.0,57.0,5.21,5.12,3.15,1662,0.51,Ideal,E,VS2,Surat
35623,62.4,57.0,4.29,4.24,2.66,844,0.3,Ideal,E,VS2,Surat
35624,59.3,57.0,6.57,6.51,3.88,7240,1.01,Ideal,E,VS2,Surat
35625,62.1,55.0,4.43,4.39,2.74,900,0.32,Ideal,E,VS2,Surat
35626,61.9,55.0,5.24,5.2,3.23,1847,0.54,Ideal,E,VS2,Surat
35627,62.1,55.0,4.33,4.3,2.68,844,0.3,Ideal,E,VS2,Surat
35628,61.2,56.0,5.23,5.16,3.18,1815,0.52,Ideal,E,VS2,Surat
35629,61.0,54.0,5.39,5.43,3.3,2202,0.57,Ideal,E,VS2,Surat
35630,61.8,57.0,4.76,4.78,2.95,935,0.41,Ideal,E,VS2,Surat
35631,60.0,57.0,5.24,5.3,3.16,1721,0.53,Ideal,E,VS2,Surat
35632,61.7,56.0,4.52,4.56,2.8,767,0.35,Ideal,E,VS2,Surat
35633,62.4,57.0,5.12,5.14,3.2,1621,0.52,Ideal,E,VS2,Surat
35634,61.6,55.0,4.33,4.31,2.66,844,0.3,Ideal,E,VS2,Surat
35635,62.0,57.0,4.26,4.29,2.65,603,0.3,Ideal,E,VS2,Surat
35636,60.8,56.0,5.78,5.82,3.53,3601,0.72,Ideal,E,VS2,Surat
35637,61.5,55.0,4.31,4.34,2.66,658,0.3,Ideal,E,VS2,Surat
35638,61.0,56.0,4.4,4.42,2.69,662,0.32,Ideal,E,VS2,Surat
35639,62.3,56.0,4.72,4.75,2.95,912,0.4,Ideal,E,VS2,Surat
35640,62.5,55.0,5.08,5.13,3.19,1656,0.51,Ideal,E,VS2,Surat
35641,61.6,56.0,5.24,5.28,3.24,1774,0.54,Ideal,E,VS2,Surat
35642,60.1,57.0,5.23,5.19,3.13,1909,0.51,Ideal,E,VS2,Surat
35643,62.0,57.0,4.6,4.63,2.86,811,0.37,Ideal,E,VS2,Surat
35644,62.0,56.0,5.82,5.85,3.62,3120,0.75,Ideal,E,VS2,Surat
35645,62.1,55.0,4.4,4.42,2.74,702,0.32,Ideal,E,VS2,Surat
35646,60.5,56.0,5.18,5.16,3.13,2100,0.5,Ideal,E,VS2,Surat
35647,62.2,56.0,4.74,4.72,2.94,975,0.4,Ideal,E,VS2,Surat
35648,62.4,57.0,4.26,4.24,2.65,844,0.3,Ideal,E,VS2,Surat
35649,62.1,55.0,4.4,4.36,2.72,900,0.32,Ideal,E,VS2,Surat
35650,61.5,59.0,5.84,5.86,3.6,3497,0.76,Ideal,E,VS2,Surat
35651,62.6,54.0,4.33,4.29,2.7,844,0.3,Ideal,E,VS2,Surat
35652,62.7,58.0,6.79,6.86,4.28,8887,1.24,Ideal,E,VS2,Surat
35653,61.7,55.0,5.27,5.24,3.24,1847,0.54,Ideal,E,VS2,Surat
35654,62.1,57.0,4.74,4.79,2.96,935,0.41,Ideal,E,VS2,Surat
35655,62.2,56.0,5.7,5.75,3.56,3103,0.71,Ideal,E,VS2,Surat
35656,61.3,57.0,4.33,4.29,2.64,844,0.3,Ideal,E,VS2,Surat
35657,61.3,57.0,6.49,6.46,3.97,6968,1.01,Ideal,E,VS2,Surat
35658,59.3,57.0,6.19,6.22,3.68,3924,0.85,Ideal,E,VS2,Surat
35659,61.7,55.0,4.57,4.6,2.83,742,0.36,Ideal,E,VS2,Surat
35660,61.7,56.0,5.74,5.71,3.53,2979,0.7,Ideal,E,VS2,Surat
35661,62.1,55.0,5.33,5.37,3.32,1654,0.57,Ideal,E,VS2,Surat
35662,62.7,55.0,5.12,5.08,3.2,1559,0.5,Ideal,E,VS2,Surat
35663,60.9,59.0,5.17,5.21,3.16,1607,0.53,Ideal,E,VS2,Surat
35664,61.9,56.0,5.69,5.72,3.53,3142,0.7,Ideal,E,VS2,Surat
35665,61.5,56.0,5.48,5.54,3.39,2513,0.63,Ideal,E,VS2,Surat
35666,60.5,56.0,4.48,4.51,2.72,723,0.33,Ideal,E,VS2,Surat
35667,62.6,56.0,5.73,5.81,3.61,3036,0.74,Ideal,E,VS2,Surat
35668,60.6,57.0,6.66,6.67,4.04,8158,1.09,Ideal,E,VS2,Surat
35669,61.4,57.0,5.21,5.25,3.21,1754,0.54,Ideal,E,VS2,Surat
35670,62.2,55.0,4.71,4.77,2.95,1090,0.4,Ideal,E,VS2,Surat
35671,62.2,56.0,5.78,5.76,3.59,3270,0.73,Ideal,E,VS2,Surat
35672,62.3,57.0,5.04,5.08,3.15,1559,0.5,Ideal,E,VS2,Surat
35673,61.5,55.0,4.4,4.32,2.68,844,0.3,Ideal,E,VS2,Surat
35674,61.5,55.0,4.67,4.7,2.88,813,0.38,Ideal,E,VS2,Surat
35675,62.4,54.0,6.86,6.8,4.26,9215,1.21,Ideal,E,VS2,Surat
35676,61.3,57.0,5.76,5.79,3.54,3223,0.72,Ideal,E,VS2,Surat
35677,61.5,57.0,5.14,5.11,3.15,1746,0.5,Ideal,E,VS2,Surat
35678,61.8,57.0,4.34,4.3,2.67,844,0.3,Ideal,E,VS2,Surat
35679,62.6,53.0,4.37,4.38,2.74,702,0.32,Ideal,E,VS2,Surat
35680,62.1,56.0,4.25,4.31,2.66,658,0.3,Ideal,E,VS2,Surat
35681,62.1,56.0,4.74,4.76,2.95,935,0.41,Ideal,E,VS2,Surat
35682,59.8,59.0,7.61,7.53,4.53,9659,1.54,Premium,I,VS2,Surat
35683,59.0,61.0,6.78,6.75,3.98,4090,1.09,Premium,I,VS2,Surat
35684,62.9,60.0,5.66,5.62,3.55,2362,0.71,Premium,I,VS2,Surat
35685,58.3,60.0,6.84,6.78,3.97,4744,1.11,Premium,I,VS2,Surat
35686,62.8,57.0,6.68,6.61,4.17,4986,1.12,Premium,I,VS2,Surat
35687,62.1,55.0,6.91,6.87,4.28,5889,1.24,Premium,I,VS2,Surat
35688,59.3,59.0,8.39,8.43,5.0,15418,2.14,Premium,I,VS2,Surat
35689,59.5,59.0,6.54,6.5,3.88,4662,1.02,Premium,I,VS2,Surat
35690,62.2,57.0,7.01,6.97,4.35,6279,1.29,Premium,I,VS2,Surat
35691,59.1,59.0,6.28,6.24,3.7,3385,0.9,Premium,I,VS2,Surat
35692,59.7,59.0,5.81,5.94,3.51,2246,0.73,Premium,I,VS2,Surat
35693,61.8,58.0,4.51,4.48,2.78,612,0.34,Premium,I,VS2,Surat
35694,61.1,60.0,8.12,8.06,4.94,17592,2.01,Premium,I,VS2,Surat
35695,60.7,59.0,7.63,7.7,4.65,11519,1.7,Premium,I,VS2,Surat
35696,62.2,59.0,7.44,7.42,4.62,9478,1.57,Premium,I,VS2,Surat
35697,60.3,60.0,7.01,6.99,4.22,5242,1.3,Premium,I,VS2,Surat
35698,60.4,59.0,7.16,7.05,4.29,5832,1.31,Premium,I,VS2,Surat
35699,59.7,60.0,5.83,5.86,3.49,1923,0.71,Premium,I,VS2,Surat
35700,62.3,60.0,4.31,4.32,2.69,435,0.31,Premium,I,VS2,Surat
35701,59.8,60.0,4.42,4.38,2.63,558,0.31,Premium,I,VS2,Surat
35702,61.3,60.0,6.79,6.75,4.15,4131,1.2,Premium,I,VS2,Surat
35703,59.3,59.0,5.89,5.81,3.47,2300,0.71,Premium,I,VS2,Surat
35704,62.2,58.0,7.43,7.35,4.59,7755,1.57,Premium,I,VS2,Surat
35705,61.1,58.0,4.36,4.38,2.67,435,0.31,Premium,I,VS2,Surat
35706,60.4,60.0,5.8,5.72,3.48,2300,0.71,Premium,I,VS2,Surat
35707,62.3,59.0,7.24,7.3,4.53,8431,1.5,Premium,I,VS2,Surat
35708,59.7,59.0,5.94,5.81,3.51,2365,0.73,Premium,I,VS2,Surat
35709,61.6,59.0,6.86,6.81,4.21,4562,1.22,Premium,I,VS2,Surat
35710,62.4,56.0,4.65,4.58,2.88,682,0.38,Premium,I,VS2,Surat
35711,59.0,59.0,8.34,8.27,4.9,17893,2.02,Premium,I,VS2,Surat
35712,61.7,59.0,7.63,7.68,4.72,11257,1.7,Premium,I,VS2,Surat
35713,58.5,61.0,8.28,8.19,4.82,14763,2.0,Premium,I,VS2,Surat
35714,59.6,60.0,8.25,8.2,4.9,16861,2.02,Premium,I,VS2,Surat
35715,61.7,59.0,7.63,7.57,4.69,11062,1.7,Premium,I,VS2,Surat
35716,59.8,60.0,4.38,4.42,2.63,435,0.31,Premium,I,VS2,Surat
35717,61.2,58.0,8.18,8.2,5.01,18193,2.07,Premium,I,VS2,Surat
35718,62.1,56.0,5.7,5.74,3.55,2188,0.7,Very Good,I,VS2,Surat
35719,60.1,57.0,5.79,5.82,3.49,2316,0.7,Very Good,I,VS2,Surat
35720,62.8,59.0,7.27,7.31,4.58,9802,1.53,Very Good,I,VS2,Surat
35721,62.1,62.0,6.97,7.05,4.35,6961,1.35,Very Good,I,VS2,Surat
35722,62.5,58.0,7.97,8.05,5.01,15819,2.01,Very Good,I,VS2,Surat
35723,63.0,60.0,7.25,7.3,4.58,8952,1.51,Very Good,I,VS2,Surat
35724,63.2,59.0,6.47,6.44,4.08,4986,1.05,Very Good,I,VS2,Surat
35725,63.0,57.0,7.2,7.25,4.55,8662,1.5,Very Good,I,VS2,Surat
35726,61.1,58.6,7.49,7.53,4.59,10309,1.59,Very Good,I,VS2,Surat
35727,61.6,59.0,5.71,5.75,3.53,2359,0.72,Very Good,I,VS2,Surat
35728,62.1,60.0,6.78,6.72,4.19,5986,1.2,Very Good,I,VS2,Surat
35729,58.6,62.0,8.17,8.2,4.8,15923,2.0,Very Good,I,VS2,Surat
35730,63.0,58.0,6.07,6.15,3.85,3340,0.91,Very Good,I,VS2,Surat
35731,61.7,54.1,5.37,5.4,3.32,1408,0.58,Very Good,I,VS2,Surat
35732,62.7,57.0,6.88,6.9,4.32,6290,1.3,Very Good,I,VS2,Surat
35733,63.1,55.0,6.09,6.17,3.87,3238,0.89,Very Good,I,VS2,Surat
35734,61.9,59.0,6.35,6.38,3.94,5020,1.0,Very Good,I,VS2,Surat
35735,59.3,59.0,6.56,6.6,3.9,4532,1.02,Very Good,I,VS2,Surat
35736,60.1,60.0,7.38,7.35,4.43,8974,1.5,Very Good,I,VS2,Surat
35737,61.7,59.0,7.05,7.09,4.36,6884,1.35,Very Good,I,VS2,Surat
35738,63.9,52.0,6.58,6.65,4.23,4914,1.12,Very Good,I,VS2,Surat
35739,62.3,60.0,7.29,7.35,4.56,8836,1.51,Very Good,I,VS2,Surat
35740,63.4,58.0,5.81,5.74,3.66,2262,0.77,Very Good,I,VS2,Surat
35741,62.2,59.0,7.34,7.3,4.55,9611,1.5,Very Good,I,VS2,Surat
35742,59.5,62.0,8.13,8.21,4.86,15510,2.0,Very Good,I,VS2,Surat
35743,62.7,58.0,7.94,7.98,4.99,16626,2.01,Very Good,I,VS2,Surat
35744,62.7,56.0,4.27,4.28,2.68,407,0.3,Very Good,I,VS2,Surat
35745,57.7,69.0,7.6,7.51,4.36,8996,1.53,Fair,I,VS2,Surat
35746,55.3,69.0,5.85,5.69,3.19,1411,0.64,Fair,I,VS2,Surat
35747,64.7,58.0,6.09,6.06,3.93,3258,0.93,Fair,I,VS2,Surat
35748,65.7,58.0,6.25,6.2,4.09,3265,1.0,Fair,I,VS2,Surat
35749,64.8,60.0,7.18,7.1,4.63,8879,1.51,Fair,I,VS2,Surat
35750,62.2,59.0,7.19,7.3,4.51,8951,1.51,Good,I,VS2,Surat
35751,63.7,60.0,5.34,5.28,3.38,1239,0.61,Good,I,VS2,Surat
35752,63.6,58.0,5.59,5.57,3.55,2117,0.7,Good,I,VS2,Surat
35753,62.5,59.0,6.06,6.13,3.81,3398,0.9,Good,I,VS2,Surat
35754,58.0,57.0,4.96,5.01,2.89,696,0.43,Good,I,VS2,Surat
35755,63.9,59.0,6.29,6.26,4.01,4197,1.01,Good,I,VS2,Surat
35756,63.5,59.0,7.93,7.98,5.05,14889,2.0,Good,I,VS2,Surat
35757,63.6,60.0,7.95,8.03,5.08,16291,2.0,Good,I,VS2,Surat
35758,58.5,66.0,6.23,6.25,3.65,3353,0.9,Good,I,VS2,Surat
35759,60.5,60.0,7.26,7.32,4.41,8780,1.5,Good,I,VS2,Surat
35760,58.2,60.0,6.41,6.48,3.75,3946,0.93,Good,I,VS2,Surat
35761,62.5,59.0,6.3,6.37,3.96,4239,1.01,Good,I,VS2,Surat
35762,62.6,57.0,6.92,6.88,4.32,6401,1.27,Ideal,I,VS2,Surat
35763,62.3,57.0,7.28,7.37,4.56,9297,1.51,Ideal,I,VS2,Surat
35764,61.9,58.0,5.14,5.17,3.19,1232,0.52,Ideal,I,VS2,Surat
35765,62.4,56.0,4.39,4.43,2.75,463,0.33,Ideal,I,VS2,Surat
35766,60.4,57.0,6.91,6.99,4.2,7430,1.22,Ideal,I,VS2,Surat
35767,61.8,56.0,7.41,7.45,4.59,10333,1.56,Ideal,I,VS2,Surat
35768,59.9,57.0,4.38,4.4,2.63,435,0.31,Ideal,I,VS2,Surat
35769,61.5,56.0,4.6,4.63,2.84,537,0.37,Ideal,I,VS2,Surat
35770,62.3,57.0,7.3,7.35,4.56,9189,1.53,Ideal,I,VS2,Surat
35771,61.8,55.0,5.75,5.78,3.56,2650,0.72,Ideal,I,VS2,Surat
35772,62.5,57.0,4.5,4.53,2.82,491,0.35,Ideal,I,VS2,Surat
35773,61.5,58.0,6.19,6.23,3.82,3629,0.9,Ideal,I,VS2,Surat
35774,60.0,61.0,7.39,7.42,4.44,9827,1.5,Ideal,I,VS2,Surat
35775,61.7,56.0,5.75,5.8,3.56,2650,0.72,Ideal,I,VS2,Surat
35776,61.4,55.0,4.35,4.41,2.69,452,0.31,Ideal,I,VS2,Surat
35777,61.9,55.0,5.8,5.83,3.6,2997,0.74,Ideal,I,VS2,Surat
35778,62.0,57.0,8.35,8.24,5.14,13769,2.18,Ideal,I,VS2,Surat
35779,61.9,56.0,5.77,5.8,3.59,2686,0.73,Ideal,I,VS2,Surat
35780,60.9,56.0,5.97,5.99,3.64,3710,0.79,Ideal,I,VS2,Surat
35781,62.5,57.0,4.35,4.39,2.73,449,0.32,Ideal,I,VS2,Surat
35782,61.6,55.0,5.76,5.78,3.55,2312,0.72,Ideal,I,VS2,Surat
35783,62.3,54.0,5.17,5.2,3.23,1152,0.52,Ideal,I,VS2,Surat
35784,62.0,57.0,4.74,4.77,2.95,742,0.41,Ideal,I,VS2,Surat
35785,62.6,55.0,7.39,7.31,4.6,9408,1.5,Ideal,I,VS2,Surat
35786,62.6,56.0,7.27,7.32,4.57,9069,1.51,Ideal,I,VS2,Surat
35787,61.8,56.0,4.73,4.79,2.94,639,0.4,Ideal,I,VS2,Surat
35788,62.4,58.0,6.81,6.88,4.27,6817,1.23,Ideal,I,VS2,Surat
35789,61.4,55.0,6.59,6.61,4.05,5116,1.06,Ideal,I,VS2,Surat
35790,59.9,56.0,7.49,7.42,4.47,9471,1.51,Ideal,I,VS2,Surat
35791,61.7,55.0,6.66,6.69,4.12,5506,1.11,Ideal,I,VS2,Surat
35792,61.1,56.0,5.16,5.18,3.16,1437,0.51,Ideal,I,VS2,Surat
35793,62.7,56.0,7.36,7.4,4.63,10278,1.57,Ideal,I,VS2,Surat
35794,62.3,54.0,4.45,4.48,2.78,480,0.33,Ideal,I,VS2,Surat
35795,62.3,58.0,6.79,6.75,4.22,5387,1.21,Ideal,I,VS2,Surat
35796,61.7,57.0,7.47,7.52,4.62,10752,1.59,Ideal,I,VS2,Surat
35797,62.0,56.0,6.67,6.62,4.12,4897,1.1,Ideal,I,VS2,Surat
35798,62.0,57.0,6.64,6.58,4.1,5158,1.09,Ideal,I,VS2,Surat
35799,61.8,56.0,6.86,6.89,4.25,7544,1.24,Ideal,I,VS2,Surat
35800,60.8,56.0,6.85,6.81,4.15,5587,1.16,Ideal,I,VS2,Surat
35801,62.0,54.0,5.35,5.39,3.33,1279,0.58,Ideal,I,VS2,Surat
35802,62.2,57.0,5.27,5.28,3.28,1417,0.56,Ideal,I,VS2,Surat
35803,62.0,55.0,5.1,5.12,3.17,1110,0.5,Ideal,I,VS2,Surat
35804,58.5,62.0,5.4,5.39,3.16,1327,0.55,Ideal,I,VS2,Surat
35805,60.8,61.0,4.66,4.65,2.83,983,0.38,Premium,G,VS2,Surat
35806,59.6,60.0,6.72,6.7,4.0,6121,1.1,Premium,G,VS2,Surat
35807,63.0,59.0,7.36,7.3,4.62,11815,1.54,Premium,G,VS2,Surat
35808,62.3,58.0,7.49,7.54,4.68,13578,1.62,Premium,G,VS2,Surat
35809,62.0,59.0,6.87,6.8,4.24,8431,1.23,Premium,G,VS2,Surat
35810,62.3,59.0,6.52,6.49,4.05,5813,1.06,Premium,G,VS2,Surat
35811,60.6,61.0,6.19,6.13,3.73,4079,0.9,Premium,G,VS2,Surat
35812,61.3,58.0,7.05,7.01,4.31,9085,1.31,Premium,G,VS2,Surat
35813,59.8,58.0,6.58,6.54,3.92,6169,1.02,Premium,G,VS2,Surat
35814,60.4,61.0,5.81,5.77,3.5,2515,0.71,Premium,G,VS2,Surat
35815,62.7,58.0,6.44,6.36,4.01,5506,1.02,Premium,G,VS2,Surat
35816,59.6,59.0,5.32,5.36,3.18,1448,0.55,Premium,G,VS2,Surat
35817,61.7,59.0,6.14,6.22,3.81,4269,0.9,Premium,G,VS2,Surat
35818,61.6,58.0,4.73,4.78,2.93,827,0.41,Premium,G,VS2,Surat
35819,62.4,57.0,6.56,6.49,4.07,6532,1.08,Premium,G,VS2,Surat
35820,61.8,58.0,6.59,6.52,4.05,6181,1.05,Premium,G,VS2,Surat
35821,60.2,58.0,4.55,4.52,2.73,765,0.34,Premium,G,VS2,Surat
35822,61.1,58.0,4.88,4.84,2.97,1113,0.43,Premium,G,VS2,Surat
35823,61.1,57.0,5.43,5.4,3.31,1789,0.59,Premium,G,VS2,Surat
35824,62.8,60.0,4.59,4.55,2.87,833,0.37,Premium,G,VS2,Surat
35825,59.0,61.0,6.62,6.56,3.89,5946,1.01,Premium,G,VS2,Surat
35826,62.0,58.0,4.45,4.42,2.75,743,0.33,Premium,G,VS2,Surat
35827,62.6,58.0,4.41,4.44,2.77,579,0.33,Premium,G,VS2,Surat
35828,61.4,60.0,6.71,6.68,4.11,7079,1.14,Premium,G,VS2,Surat
35829,61.4,60.0,6.77,6.81,4.17,7603,1.2,Premium,G,VS2,Surat
35830,62.1,57.0,6.43,6.39,3.98,5806,1.0,Premium,G,VS2,Surat
35831,61.9,58.0,4.74,4.76,2.94,753,0.4,Premium,G,VS2,Surat
35832,59.9,58.0,4.77,4.72,2.84,983,0.38,Premium,G,VS2,Surat
35833,58.1,61.0,7.57,7.54,4.39,11746,1.51,Premium,G,VS2,Surat
35834,61.6,58.0,4.45,4.51,2.76,596,0.34,Premium,G,VS2,Surat
35835,61.4,59.0,4.75,4.79,2.93,827,0.41,Premium,G,VS2,Surat
35836,59.3,60.0,7.86,7.81,4.65,15671,1.71,Premium,G,VS2,Surat
35837,60.9,57.0,6.94,6.89,4.21,8067,1.22,Premium,G,VS2,Surat
35838,62.5,58.0,6.69,6.59,4.15,6743,1.13,Premium,G,VS2,Surat
35839,62.4,58.0,5.12,5.11,3.19,1546,0.51,Premium,G,VS2,Surat
35840,61.0,58.0,6.88,6.82,4.18,8504,1.21,Premium,G,VS2,Surat
35841,61.2,61.0,7.44,7.33,4.52,13194,1.51,Premium,G,VS2,Surat
